,X_sentences,Y,Y_decision,Y_confidence
5226,Interesting concept that was dragged down with too much dialogue and long descriptions. Didn't need the vulgar references to sex.,1,"[1.5466925230615962, 3.031337232673281, 0.851413589917589, -1.0306942970134743, -3.2467907580334536]",3.031337232673281
8017,This series is really amazing! Every damn emotion known to man is wrapped into this book! YOU MUST READ THIS SERIES!,4,"[-4.671108503426456, -4.768996931917812, -3.308301207076647, -1.1200315776785856, 3.0021894870963757]",3.0021894870963757
9505,"You thought Ed Wood made bad films? Ed Wood should get a lifetime achievement award compared to this completely foolish waste of film. Without character, without style, with dialogue that is so dead and inert they might better have stocked the film with mutes this film ranks as the worst film I've seen this year. The story makes absolutely no sense - it seems to be about a few men who resemble Hollywood actors and suffer from body dysmorphic disorder in their vain attempt to make money. Along the way they forgot to finish their grammar school education. I have no idea why anyone would want to watch a film like this. It has no narrative and no appeal. Pretty surprised at all the glowing reviews it received.",0,"[2.977837494465658, 2.4669443520992114, -0.12586105397345237, -1.0723158922775424, -1.525621458951555]",2.977837494465658
1988,I just can't really get into it much. I put it down and read another one then I go back to it. A lot of whinning for me.,0,"[2.9236386831463337, 2.192493641783725, -0.5074721224063998, -1.0633009757867733, -1.5742588833043722]",2.9236386831463337
7777,"I'm technically literate, but neither I or anyone else in my family can get these to work. They show 8888 all the time. Sometimes they beep, we don't know why. not happy.",0,"[2.879623443224431, 0.17783707238392887, -1.1998811644923502, -1.1067963238152996, -0.741715492848289]",2.879623443224431
5803,Absolutely loving this series!!!,4,"[-5.624555942695374, -6.152689651025701, -3.3779072739359735, -1.0998822463312925, 2.868445187804767]",2.868445187804767
9557,The single worst movie I have ever watched. This was so horrible and poorly done I can't even comment. Don't. Just don't.,0,"[2.8364772486351155, 2.3204448502221653, -0.011622715006164963, -1.0756091057265005, -1.8412539521492737]",2.8364772486351155
4656,"Okay, but the writing could be less stilted.",1,"[1.2091411291151244, 2.701492046928427, 1.1028454217582908, -1.0340030355481005, -3.389091897757115]",2.701492046928427
5436,"I tried but I just couldn't get into or finish this.  It is soooo boring!  Dull.  Lifeless.  Pointless.
It starts out with a long introduction that I had to stop reading because it was telling the whole tale of the book.  What do we think when the character does this?  And what about when this person did this & what do we think the main character thought of that?  On & on.  I stopped reading after 2 pages & went ahead to chapter one because I didn't want the story ruined.  Little did I know that the story ruins itself.
I think I made it to chapter 5 with a sore neck because I kept dozing off due to the sheer lack of anything remotely interesting.  Dull.  Dull.  Dull.
I will not recommend this book to anyone & I'm sorry to have wasted the amount of time that I did trying to read it.",0,"[2.699620258333157, 1.7392227583658846, -0.3022436779656884, -1.0449146667512659, -2.0927884995682664]",2.699620258333157
2694,This book held my interest through out even thought it not the type 0f book I usually I read.,0,"[2.68100686622115, 1.0356991678248062, -0.5582589473467799, -1.0119582777964147, -2.1893958901663857]",2.68100686622115
9493,"Could have clipped a half hour out of this and had a better movie.  They've taken some serious liberties with the original story, some of which are downright stupid and annoying if you're a Tolkien fan. Still, this is a good excuse to wipe out a bag of popcorn and some soda..",1,"[1.5740616699946293, 2.654563833329364, 0.5260382052599113, -1.0650442970049319, -2.58914468877774]",2.654563833329364
