,X_sentences,Y,Y_decision,Y_confidence
233,"“Crying racism has become a knee jerk reaction, with blacks and libs.”
You are a dumb and rude person. 

There is no way you can prove your idiotic statement. You base your stupid argument on that very stupid statement.

Grow up.",1,4.40548345660865,4.40548345660865
20,Shut the fuck up you stupid bitch,1,4.379405475217422,4.379405475217422
142,Trump is one stupid man,1,4.313652025664638,4.313652025664638
3370,"What I found out when I started to attend a protestant bible study in college was that I knew a lot more of the ""integrative message"" of Scripture than most of my bible memorizing protestant friends.

I may not have been able to impress myself or others with verse/verbatim.

But I was less prone to confusion when one protestant friend tried to one up another protestant friend with a proof text.

Instead I fell back on my faith and on my constant exposure to Scripture through the Holy Mass, and was able to offer a more integrative scriptural answer to one of the points of the Bible study, even though I couldn't quote chapter/verse.

Instead I would say, as an example...""doesn't it also say somewhere in the NT that we should love God with all our heart, soul, mind, and strength""?

It was only later on that I took up regular personal Scripture reading, and that too has been a huge help.  5 minutes a day.    

5 minutes a day, one can go through slowly the whole of the NT each year.",0,-4.200579171320502,4.200579171320502
152,Trump would call Dumbowski an ugly pig and a nasty woman.,1,4.1217406000835375,4.1217406000835375
217,"Why are rednecks such ignorant morons?  Any idiot who goes and decides to take it in their own hands, violently, will end up shot violently like the fool that they are and then really cause their family financial problems. 

I'm sorry but just because Clinton supporters don't walk around chanting her name & acting ignorant doesn't mean they don't exist, they just aren't going all loud & idiotic like trump supporters. ""Literally looking like something out of ferguson, so much for the bs ideal that white people don't riot"" 

I hope they aren't this dumb come nov 8th because I'm sorry but he's going to lose.  The truth is that the majority of trump supporters can't vote because they're felons, haven't registered and/or don't believe they should have too, or are too small a # to win an election.  Too many influential people are voting for Clinton and their followers are voting along with them. That's reality.  I'm not a fan of either of these clowns but at this rate even I'd let her win.",1,4.086935281539267,4.086935281539267
3635,"Volunteering with groups that help people, such as food banks, soup kitchens, youth outreach, but mostly in how we live our daily lives. The biggest impact will be by people who actually live in the community and personally interact with their neighbors. Not sure how this can be done on a ""church"" level, but perhaps the church can promote the interaction. It has to be on a basic level, becoming friends with people and getting to know them.",0,-4.010372870298588,4.010372870298588
1715,Worst hate crime against whites.,1,3.9815904466111682,3.9815904466111682
1606,"""Improving work-force participation rates among women with young children has been highlighted as a focus of the government in recent months.""

Once again the emphasis is on business to the detriment of workers and taxpayers. An increase in the work force means more unemployment and thus more welfare costs, lower salaries  through competition for jobs.

What is even more unfortunate is the work of Wilkinson and Pickett is ignored. They showed in the excellent researched The Spirit Level, that an increase in GDP/person in developed countries did not affect living conditions.  For example Japan is a bucket case economically but tied for top place as the best place to live. Further the US, tops in wealth and bottom as a place to live. 

The significant factor was income inequality(top 20% income divided by bottom 20%). The lower the inequality, the better the living conditions. That correlation held over 23 countries. No explanation why. But the data is solid. 
That should be checked out.",0,-3.850560357564814,3.850560357564814
126,"Trump is definitely a worthless stain on America.
He's definitely a sick, fascist, white supremacist traitor.",1,3.8420145349878174,3.8420145349878174
3622,Wonder what her Christmas message sounds like. Did she record it before the cold?,0,-3.8285200428286155,3.8285200428286155
3486,Thanks for confirming my thesis!,0,-3.814341535824241,3.814341535824241
1614,"Jesus prayed for unity (""that all may be one as you Father and I are one, that they be one as we are one"") is the last hours of His life. One should ask oneself in what ways might this unity be manifested, in the early days and now?  

-How has Our Father answered this prayer from His pleading Son?
-What have I done today to draw out unity among believers?
-What ways have I instead added to division, doubt, disunity?
-One should ask:  Did the Father deny His only Son this ardent prayer of His Son's?

Perhaps the ""Catechism"" is but one sign of unity.  Our Creed, Sacraments. Our dead formal language of Latin (which owing to its fixed state has a built in root of constancy  vs. classic language drift.

I don't expect you to understand these points of unity, but perhaps it will help others to pause a bit and to think about unity.

Unity in belief, unity in morality, unity in prayer, unity in forms of worhship, unity in the Sacraments, unity even in death (the commUNION of saints).",0,-3.771149773594195,3.771149773594195
3600,"What are the odds that,whatever happens in court, the delays will find ways of continuing?",0,-3.7128138457577804,3.7128138457577804
1798,Thank you so much for this. I'll spread the word and share.,0,-3.7046832961102867,3.7046832961102867
4470,Nice! Interesting to see the changes. Thanks.,0,-3.6317062432461484,3.6317062432461484
269,"""It is truly mind-boggling. And to try and understand the mentality of those voters who put these people in office......auwe!""

Millions of us said the same thing about the absolute failure those like you voted into office TWICE! YOU elected a unskilled, moronic racist on the pretense that he was 'black' NOT because he had ANY experience at doing anything of value. He had never even had a real job! So slamming Trump for your bogus reasons kinda makes YOU and your sad buddies look like total fools...  Surprise, surprise..",1,3.625852205781502,3.625852205781502
3824,"Yes!  I, too, wondered why they don't seem to be aware that the parents and grandparents were/are ignored.  The article pointed cited PEW(?) finding that 50% leave/left before or at age 18.  Ok.  If correct, that means an equal number leave/left after age 18.

Any reasonable, seasoned teacher knows that you should not call on, choose as teacher helper, or engage with the same 10% of kids all the time -- the kids of the parent volunteers.  How were priests raised?  Did none of them have parents who complained about people who only listened to ""yes"" men/women whether in families, at work, at school, or in the Church?",0,-3.6055384658311707,3.6055384658311707
837,Hi Eric :),0,-3.601490076541885,3.601490076541885
2452,"I don't remember having vog ""back in the day"".  Unless my ""back in the day"" was waaaay before yours.",0,-3.5618514474308505,3.5618514474308505
573,"This article is so short, we're only getting a snapshot of his life.  Not sure if we can fairly judge how much social interaction he had to trade off?  I didn't go downtown very much during school either and just hung around my department's study hall which was party central when it wasn't exam time and I made some pretty good friends during my summer jobs.",0,-3.5264104582802416,3.5264104582802416
874,The IRLY Building Centre in my tiny town in the BC Interior just became a Home Hardware. I'm hoping they start stocking some of those 'Only at Home Hardware' products I see in the TV adverts.,0,-3.4748337201135766,3.4748337201135766
