,X_sentences,Y,Y_decision,Y_confidence
7990,Couldn't get into this. Not to say you would not like it.,0,"[4.4348018404019225, 2.954439538014152, -0.7535305445289443, -1.0569578555506864, -2.4202862859145977]",4.4348018404019225
4435,"Its vague attempt at a plot is obviously only a way of getting around to a graphic sex scene. Add sloppiness in the writing, a lack of character development, and an overly quick resolution to what was supposedly a big problem.",1,"[1.494613547287246, 4.004434970091219, 0.28895439647395227, -1.049790455750213, -3.777559853901704]",4.004434970091219
1050,I read only about a quarter of the book and found it was of no interest to me.,1,"[3.312985459487935, 3.8925569260232207, 0.09137028059874619, -1.0530108891995382, -3.64010716544339]",3.8925569260232207
9064,I really could not get into this one. I think I just didn't relate to the characters.,0,"[3.852276660547151, 3.39636194187441, -0.45467574339547356, -1.055602155323337, -2.6990271787259497]",3.852276660547151
9567,Absolutely horrible. Terrible bunch of crap.,1,"[2.317078410555376, 3.602305367036366, -0.33451631774778945, -1.108073448974294, -2.025537443565139]",3.602305367036366
2997,"I've read reviews where someone mentions they hate the characters therefore they hate the book. Ive always thought its a story. If it's well written and you hate the characters it can still be a good book. Thus, the problem with this book. It is not well written. It is boring. The guys a wimp. I made it 70% and can't take another boring page.",1,"[3.2185945593798255, 3.548884947071235, -0.5917663751437954, -1.084180480847984, -2.199546144936349]",3.548884947071235
7169,Lost interest !,0,"[3.1852153313197284, 0.6985998353138998, -1.743356150995265, -1.1187571540743328, -0.26573877238393817]",3.1852153313197284
5149,Interesting concept that was dragged down with too much dialogue and long descriptions. Didn't need the vulgar references to sex.,1,"[1.339094320771209, 3.068680428501227, 0.15336968883708058, -1.0601790933935809, -3.199217136873976]",3.068680428501227
7051,"You know you have those books that you shouldn't like because the writing is poor, the writer is trying too hard to be funny that it comes out pathetic, and the main character is a idiot and not in a sweet way?  That's this one.",1,"[2.35810925275878, 2.8523523837328364, -0.6532176657475395, -1.1003192630250238, -1.860474426788832]",2.8523523837328364
6954,Not the usual Deaver book.,0,"[2.847369555998716, 1.001161359459197, -0.6351168801712372, -1.0447043365574795, -1.9900331460924043]",2.847369555998716
8513,Didn't reaaly care for this,0,"[2.7596285037204513, 0.13959418231901055, -1.3924729432056608, -1.0399704587637535, -0.9298770041552313]",2.7596285037204513
4451,Not worth the time it took to read.,0,"[2.705593001508311, 2.638557630423807, -0.27188087359482815, -1.0657748450299587, -2.8647748419921433]",2.705593001508311
9076,ahmazing! love this story! so good! so much detail and depth to the characters and emotions! love it!,4,"[-6.8669552049599485, -5.138498912966747, -3.8016864404611015, -1.1112456907544823, 2.69092881484101]",2.69092881484101
818,"I don't really feel comfortable writing this review, because I wasn't able to finish the book. I was super disappointed that I couldn't because I absolutely loved the Twilight series and The Host. The first 140 pages were VERY slow for me. I read about half way through the book and I just couldn't do it anymore. In the book she talks a lot about nothing. I found my mind wandering and wondering what I had just read. I felt like there was a lot unnecessary ""explaining"" in the part that I read. I heard that it does get better towards the end, but I just didn't make it that far. The actual writing wasn't ""bad"", it just wasn't for me. I didn't care for the execution or the delivery of this story.",1,"[0.5693210149515271, 2.669912840105443, -0.5495627309598045, -1.0799335484620247, -2.2956072965773973]",2.669912840105443
4462,"Bella, you amaze me!!
This story has been an awesome journey!! I can not wait to see how you will wrap all this up!! Oh my....My....MY!!",4,"[-3.764173308673999, -4.051345010031708, -3.222827854302305, -1.1294604113470372, 2.6651283469252283]",2.6651283469252283
4125,LOVE THIS MOB FAMILY!!! You really feel the emotions!!!,4,"[-4.740110402182872, -4.680934823099635, -3.4747856979317966, -1.113976867552852, 2.653076306053234]",2.653076306053234
4817,"Fast paced action and some interesting characters do not make up for an inadequate plot.  What (I assume) were supposed to be twists in the plot were more confusing than fun to follow, and I really had to work at it to make the ""logical"" sequence out of the story.",1,"[0.10152674784940086, 2.6516136718341183, 0.24092067423874797, -1.0350491059603626, -3.553109816473186]",2.6516136718341183
9895,"I cannot believe this bad design is the #1 selling utility knife right now.  I hated this every time I used it.  It is awkward to insert the blade, the handle is not comfortable, and worst of all the blade slider is hard to press to make the blade extend and retract.  I used this for a couple years before finally throwing it in the trash today.  I ordered a Bessey D-BKWH utility knife to replace it, hopefully that one is better.",0,"[2.639173529913223, 0.853154340141957, -0.4456390160370529, -1.037695098351301, -2.442358327027476]",2.639173529913223
9364,Did not catch my interest.  Tried first episode 3 times.,0,"[2.607063730771152, 1.7517225679910646, -0.7938241225538389, -1.062060775995692, -1.9773929045614924]",2.607063730771152
188,"I love this story, and series!!",4,"[-6.198033082121488, -5.212358793816304, -3.478237903199471, -1.1004624832860463, 2.583745956353109]",2.583745956353109
8408,I love...love...love this series! Can't get enough! I need more! Addictive! Exciting! Well Written! Sexy! Sensual! Romantic! Hot! You are killing me! It's such sweet torture waiting for the next installment!,4,"[-5.236033243426499, -4.254265322799116, -3.2900634155504047, -1.0997059928722566, 2.556372678539743]",2.556372678539743
