,X_sentences,Y,Y_decision,Y_confidence
3,"Next time I hear about the SWAT team responding to a man barricaded in his home, I'll be thinking Roy finally lost it..probably sandbagging the inside walls of his home now..so little time...",0,-12.050333548243417,12.050333548243417
21,"Behold, the Biblical fat years are past, and the years of hunger are upon us, and the harvest is not home.

For openers, get rid of one house of the legislature.  It is a total duplication.  Then again, if two houses are better than one, why not have three or four houses, so that almost everyone can have an uncle in the legislature?",0,-10.697506822034915,10.697506822034915
19,Maybe their protests would have more impact if they were held somewhere that Islamic law was practiced?,0,-10.07419914396986,10.07419914396986
34,It's getting to the point where the only people who can afford to buy Toronto houses will be real estate agents and Ontario Hydro employees.,0,-9.756339971306385,9.756339971306385
0,"Thank you for the clarification regarding what the Mass actually is.  It is often confused with the Last Supper for many reasons, especially what was taught to us in Catholic schools, and the fact that the words of Consecration come directly from the Gospel accounts of the Passover meal of Jesus and His disciples.  Understandable mistake, don't you agree? To further understand the Mass we also, importantly, need the Easter Sunday miracle.  But I must add a note of disagreement with your statement (traditionalist as it is) of:""...the priest is not ""representing"" Jesus but instead stands in His person, presenting His sacrifice to the Father for the people.""  Vatican II was exceptionally clear that there is a second and equally vital part to that equation, and that is that the Presence of Christ occurs through the union of priest and congregation.  I am always surprised when anyone leaves that out of any discussion of the Eucharistic liturgy or its theology.  The laity need not be ""led.""",0,-9.126112144598444,9.126112144598444
39,"You seem to ignore the fact it took thousands of years for those climate changes. Now it's taking decades. And for the 97th billionth time, 97 % of climate scientists KNOW it's manmade. We put tons of CO2 into our atmosphere EVERY day. Not to mention mercury and methane. But it's just a pimple on the butt for our earth, right? Do have you have any clue on the size of our atmosphere?",0,-9.099573827272039,9.099573827272039
36,"Oh, but I have indeed dealt with IBM employees.  My use of IBM in my comparison analogy was intended to be of limited application in a comparison not of the rate of bureaucratic movement, but of how so much of our best Church operations make use of periods of prayer and reflection in doing important Christian work. One only needs to think of the highly effective and spiritually productive work of the LCWR in dealing with the awful CDF. I accept full responsibility for not making the basis of my comparison clearer!",0,-8.882421563890997,8.882421563890997
7,"Counting health insurance, average cost to a district for a teacher is around $100K, all salary and benefits included.
The health plan is not Cadillac, as defined by law, and the law ONLY looks at price.  In any other state, it would be no where NEAR Cadillac.
The cost of housing and the cost of health care are two things killing budgets in Alaska and not just school budgets.  It makes it hard to recruit engineers and top managers because they live a much nicer lifestyle elsewhere.",0,-8.689380675603338,8.689380675603338
15,Football 101 - a good offensive line makes any QB and RB look a lot better.  A good offense keeps the defense off the field making them look better.  It also give the defense incentive to play hard.  If you can't score you can't win regardless how well the defense plays.,0,-8.3222043433258,8.3222043433258
43,"I support the separation of church and state. If a church wants to endorse candidates, it should lose its tax exemption. And true Christians would not support taking from the vulnerable to give more to the wealthy IMO.",0,-7.983736587626729,7.983736587626729
40,"John is an aboriginal Canadian that does not like white Canadians. He has posted his thoughts about this many times in the past and it is evident in the post above.

As we all now know in Canada it's not hate speech if you are a minority member.",0,-7.148690838331743,7.148690838331743
20,"Pt. 3
The ideas in the THEOLOGY OF THE BODY come primarily from a long series of addresses given by Pope John Paul II.  As authoritative as papal pronouncements are, they do not rise to the level of conciliar teaching.  These talks presuppose an understanding of gender that cannot engage many of the experiences of ACTUAL women and men as they come to understand their own bodies.  Women theologians [and a number of men theologians] are talking back to theologies that use biology to determine human identity.  Describing women with an overemphasis on biological and physical features leads to definitions [as we had in the past] of women with weak even negative sacramental valences.  The contingent realities of our bodies are involved in our identity, but to locate the mystery--the essence---of the human person in such structures mistakes MYSTERY for MAGIC.  The divine does saturate the human but as sacrament and not as an impersonal power.",0,-6.9468093763832695,6.9468093763832695
17,What's to fear if one's believes in the afterlife and live according to God's commandments? End of the world is the beginning to an eternal of happiness!,0,-6.506518146981799,6.506518146981799
22,"In other news. from the same fake news media, no,not  the Globe, the other one, read it:
""From the leaders of Muslim nations not affected by Trump’s travel ban conspicuous silence.
Even the Organization of Islamic Cooperation, a group of 57 nations that considers itself the collective voice of the Muslim world, kept quiet""
It's a relevant comment, since many are here outraged with Trumps ban travel.
Real News:
57 nations Are Not Affected by the travel ban.
7 nations were chosen for their threat they represent to american citizens.
There you are, now go tell your friends.",0,-6.366496618347303,6.366496618347303
11,"One fact that we do know for certain is that the wife's testimony was bought with immunity.  When testimony is bought, justice is not in the equation.  This has nothing to do with gender.

Finally, to suggest that females lack the stamina expected of a male in behaving responsibly is misogynistic.  These observations are not predicated on facts not in evidence.",0,-5.608641649549719,5.608641649549719
2,"The pope is politely telling Trump that people matter more than walls, and poor people matter most of all!",0,-5.600522090325183,5.600522090325183
4,if there any balance yes but there isn't,0,-5.5618991590778215,5.5618991590778215
26,"Or, more recently, 'Ford Nation' ... up until the video actually did come out.",0,-5.136912170447104,5.136912170447104
27,"This guarantees a huge property tax increase to pay off the bonds.  Probably double which is Caldwell's usual formula for increasing taxes, fees, etc.  Meanwhile he keeps adding more nonessential projects on which to spend our money.",0,-5.105091112100826,5.105091112100826
35,Yeah we should do More of That.....,0,-5.0124981853267325,5.0124981853267325
16,"What a bummer! I enjoyed bringing my young ones there. A nice, warm, friendly spot. We would get the kids dressed up, see the other costumes, get a small sense of community and some good grub. I'll surely keep the old photos and remember the smiles shared.",0,-4.840872822343446,4.840872822343446
8,"No. No more ""cow bells"".  

Instead, we need harder deeds done quietly by the lay, ones requiring real sacrifice, attention, anticipation of real needs.   Real deeds of quiet, effortful charity, cheerfully done for the love of God, and done with God, in chattering interior conversation with Him. 

The idea of a bully pulpit is actually a defective one, the noisy savior.

The world would have far more ""bonus odor"" (see St Paul's writing) were we to use fewer cow bells in the public square, and instead smiled more to our spouses, neighbors, and perhaps stopping over to their home in the evening to ask about their chemo therapy treatment, and whether they needed anything, after we mowed their grass without mention. 

Yes, the little things quietly done for others out of love of God.  In one sense - perhaps not fully intended by CS Lewis - mere Christianity is what we need.   No more cow bells.

https://www.youtube.com/watch?v=Q_MWeOs8Ffg",0,-4.763709002758476,4.763709002758476
