,X_sentences,Y,Y_decision,Y_confidence
9273,"Corruption at its darkest and most powerful underpins this venture into a drought stricken Los Angeles of the 1930s. Jack Nicholson is outstanding as the private detective torn between making a living, loyalty and ethics. Faye Dunaway is suitably distressed as a woman condemned by fate and John Huston gives a compelling performance as a despicable man without redeeming virtue. With one question near the conclusion of the movie, the detective shows why the corruption in this case is truly evil.",4,"[-1.835381729897116, -1.3619536321413799, -1.1575721285582041, -1.021492214790454, -0.9124395292592827]",-0.9124395292592827
1691,"Whilst I really liked this book, I didn't love it as I have many others by Marie Force. Don't get me wrong, it's written to her usually high standard, the story stirs your emotions, the towns and cities are beautifully descriptive, the story line is there and it has some good steamy moments, I just didn't fall in love with the characters as I usually do.

To summise the plot, Ted, Smitty, Parker and Chip are in their late thirties, have been friends for over 20 years and are all successful professional men. Smitty has a new girlfriend Caroline, Ted meets her and it's love at first sight...but he can't hurt his best friend or deny his feelings.

There's no denying Ted Duffy is one dishy Doctor; he is a wonderfully kindhearted man who says and does the most perfect things; there were moments where I swooned, but he needed to man up a bit when the story hit its critical points. I warmed to Caroline as the book progressed and she found her strength to fight for her man, I just would have liked there to have been a little more build-up and conversation when they first met.  The secondary characters all bring valuable content and whilst Parker, Smitty and Chip were likeable enough, it was Ted's Grandparents who made it for me. They were wonderful characters and their love for their Grandson was heartwarming.

It is worth reading if you want romance, drama and a bit of steaminess and if you are a fan of Marie Force it's unlikely you'll be disappointed. Despite my minor grumbles it really was a good read.",3,"[-3.554634407213315, -1.5969126737075088, -1.0259499906791008, -0.999400146297154, -0.9125383164897574]",-0.9125383164897574
7605,"There is so much to love about this watch, it tracks miles (laps), pace, distance, heart rate (with chest strap) and can be used for interval training. It seemed the obvious choice after my Polar RC3 conked out after three years. Unfortunately, getting used to the Polar watch, I have a hard time with this watch's lack of features that I liked in my last watch.

For one thing - the display on this watch does not show climb (although you can download your information after completing a run and see it online).

Also, the band is not great for persons like me with very small wrists. I find the thickness of the band makes it hard to put on (and I only wear it when running).

Lastly, the feature I dislike the most (and now even more since I had the chance to try out the Garmin Forerunner 35, which, btw, has an excellent display but a substandard heart rate monitor) is the size of the display for the Lap feature (which shows notifies you, say, as you reach each mile).

In summary, this may be the best value Garmin out there for your average amateur runner, but it could still use a few improvements, especially in the band, display and the climb/altitude.",3,"[-3.245283380493885, -1.0933879005662666, -0.9129045548967162, -1.0161512561203476, -0.9560405424698843]",-0.9129045548967162
5999,"As usual, Ms. Foster does a wonderful job of giving me the warm-fuzzies. Plus, having her characters state the obvious (such as remarking on their insta-love) always makes me happy.

A bit of this book seemed like a set up for future books. Just the way we were introduced to some of Wes Braden's staff. And that's okay, it just didn't seem as organic as it usually does.

I loved this book though. I guess it's the avid reader/wannabe librarian in me. I totally understood Callie's love of books and need to find time for her books. I didn't feel as though Wes was given as much depth, but his romantic streak more than made up for it in my eyes.

If you liked the other books you'll love this one, too.",3,"[-3.6308185083472306, -2.145721803357992, -1.0124074292557503, -1.0013017166257419, -0.913215207538101]",-0.913215207538101
1797,"What a fabulous book!  Oh my goodness my heart wept for poor Abbie!  Her parents abandoned her, her beloved grandpa who raised her has dementia, she married a louse of a man who left her and now she is facing the very real possibility of being booted from the only home she has ever known and her source of livelihood.  Abbie laughed again, bitterly.  She should have known he wouldnt stay.  No one in her life ever did.  Not her father.  Most certainly not her mother.  Gran had died and left her for heaven.  Debbie had gone off and gotten married to Menard.  Even Gramps lived forty years in the past as a young lighthouse keeper, leaving her stranded alone in 1880.  What a lot to have dealt with by the age of eighteen!
But then a man washes up on the shore of her lighthouse island  Rose Island  and he has no memory but because of an overheard conversation, thinks he is her missing/dead husband.  But will this be a complication or a game changer?

I really loved the unexpected twists and turns the story had  as well as the depictions of the hard lives lighthouse keepers had.  This book is based on a real lighthouse  Rose Island lighthouse in Newport, Rhode Island  and on real stories of lighthouse keepers and the storms they battled.  I also loved how real Abbie seemed  trying so hard to do the right thing, even when it was so hard, and also how she struggles with how to work with her grandpa to keep him from getting agitated.

Although this book is the fifth book in the series, it really is a stand-alone novel with just a few sentences linking it to the previous books (and personally, I think it is my favorite).  I received this book from the author in return for my honest opinion.",4,"[-3.2778880910764774, -0.9137577528432314, -1.2099800810588723, -1.024539587191575, -1.115608985963976]",-0.9137577528432314
2837,"When I read the sample on the Kindle Daily Deal, I decided to purchase this story, despite the cover. I'm glad I did. This is a good romance, very different from the usual. Others have reviewed it as a kind of Beauty and the beast. In a way that has some merit, but there is so much to this story.  It is considerably more satisfying. .",4,"[-2.644219859171823, -1.4827336449849886, -1.0780382079526327, -0.9997919825828381, -0.9137917928525274]",-0.9137917928525274
6569,"I really enjoyed reading the book Forgotten No More ( A Lady Forsaken Book 2 )  There were some twists and turns in the book that was a very nice surprise and made the book so interesting.  I really like the way Ms. Knight developed the characters and how the hero and the heroine interacted with the other characters in the book.  I am looking forward to reading other books in the series, in saying this, I am recommending that you add this book collection to your historical romance library.",4,"[-1.459581759256798, -1.5485525613552387, -1.2777650716166835, -1.0022790284620804, -0.9138280701894889]",-0.9138280701894889
8315,"What else would you expect from Frankie and Benny, except a wild ride? I was not let down. Frankie and Benny's story had highs and lows, twists and turns that made me keep turning the page to see what trouble Frankie would get herself into. You can't help but love Frankie's passion for her loved ones and Benny's love for Frankie. It was great to see characters from Rock Chick series and previous 'Burg characters.
This is a fun and lovely story, Kristen writes characters you can fall in love with! Can't wait to read what is next!!",4,"[-1.8599183424281072, -1.2881439884808723, -1.0828736322822565, -1.0062279152178863, -0.9140586914894097]",-0.9140586914894097
7620,"I wish it had a remote like the 5 way HDMI switch from the same company, but it's still quite good.",3,"[-1.7601217769720594, -1.1942315288360377, -0.914869413137979, -1.031316665516747, -1.2650693808949636]",-0.914869413137979
696,This story really held my interest.  I felt I was part of the story.  so hard to put it down.  Thanks Jill,4,"[-2.9322527641534295, -1.3482374729685653, -1.108503094824943, -1.0065715204157044, -0.9151086380622736]",-0.9151086380622736
1351,"I've read a lot of action/spy/intelligence stories over the years, but this one is one of the very best. I really enjoy the character, the writers inclusion of ""reality"" in the action sequences, and the great twists and threads throughout the book. I've already bought the next two and am really looking forward to them. The ""superman"" aspect of the Gray Man can be a little over the top at times, but I greatly appreciate the inclusion of ""realism"" within the description of wounds, mental states, vomiting after vertigo, etc. Makes the character a little more believable to us mere mortals.",4,"[-2.343031229955476, -1.2178488364027025, -1.364803433210992, -1.018684330660834, -0.9153896360705995]",-0.9153896360705995
8674,This was good but I swear I have already read it. Kindle tells me if I already have the book. Strange?  I am a female artist. This was about a time when females weren't allowed to be artists.,3,"[-0.9177551352807666, -0.9386552060702413, -0.9331050159933674, -1.0042413622020272, -0.9154252074321092]",-0.9154252074321092
9788,"This is a nice set of stainless steel bowls - I can use one for food and one for water if needed. I keep one at home and one at the back of my car for when I take my dog out and need to give him water. This shape does not over turn, and it's easy to clean. The rubber makes them non-skid and they don't slide around when my dog eats or drinks from them.

I usually handwash with soap and water and they shine back up. They can be washed in the dishwasher too, but I  usually remove the rubber for that. The size is good for a small or a medium sized dog but a little small for a dog that's over 50 lbs. The stainless steel weight is good for a set under $10.",4,"[-3.115509310365973, -2.075029614848691, -0.9474219906076844, -1.0514480364027448, -0.9156282322074993]",-0.9156282322074993
