,X_sentences,Y,Y_decision,Y_confidence
5740,Could not get into it. It's the writing-just not engaging.,1,"[5.542700485196189, 4.318811041870777, 0.3018677476432168, -1.0475075090200818, -3.2153911762318943]",5.542700485196189
9719,Had to return too difficult to put on,2,"[4.385812612432496, 0.6314905065948286, -0.796302590164038, -1.073631747681241, -1.9010072495533257]",4.385812612432496
4525,"Its vague attempt at a plot is obviously only a way of getting around to a graphic sex scene. Add sloppiness in the writing, a lack of character development, and an overly quick resolution to what was supposedly a big problem.",1,"[3.13159633909459, 4.061238980072665, 0.7505886531582373, -1.0217216037495875, -3.9286557251534777]",4.061238980072665
3843,"Trivial book; plot is old + hackneyed. Characters are shallow and totally un-complex, more like fantasies of what it might be like, but lacking empathy or emotions that feel very plastic.",1,"[3.988076312929228, 2.052282248401998, -0.06995274087358738, -1.0367916573947176, -2.775976930924239]",3.988076312929228
9929,"My new Neiko work light has some problems that I find hard to accept.  First the good stuff:  WOW, it is very bright; it also has an easy to grip handle with the hook on top is well placed. It features a slim design so it can fit in tight places. It lasts about four hours per charge and doesn't dim very much as the charge goes down.  Which leads me to the two things I dislike about it.  One, the unit I received for review flickers quite a lot, and it's VERY noticeable when working on objects near the light.  It tends to stop flickering near the end of the charge..  It's annoying, but it's possible I simply got a defective unit.  Second, there is no warning that I can detect when the charge gets low. The unit just turns off completely until you recharge it.  A pre-warning flashing red LED on the unit would be a big help to anticipate its impending shutoff. If it wasn't for these two things it would be a great product.",1,"[3.9347261647132603, 1.6123849516156703, -0.8942193694388187, -0.9946983328143832, -1.951247542814972]",3.9347261647132603
5407,"I tried but I just couldn't get into or finish this.  It is soooo boring!  Dull.  Lifeless.  Pointless.
It starts out with a long introduction that I had to stop reading because it was telling the whole tale of the book.  What do we think when the character does this?  And what about when this person did this & what do we think the main character thought of that?  On & on.  I stopped reading after 2 pages & went ahead to chapter one because I didn't want the story ruined.  Little did I know that the story ruins itself.
I think I made it to chapter 5 with a sore neck because I kept dozing off due to the sheer lack of anything remotely interesting.  Dull.  Dull.  Dull.
I will not recommend this book to anyone & I'm sorry to have wasted the amount of time that I did trying to read it.",0,"[3.907738586343659, 2.0860420106538244, -0.6682603158786808, -1.0421423602516033, -2.152991136677276]",3.907738586343659
9357,Did not catch my interest.  Tried first episode 3 times.,1,"[3.767447123957811, 1.7368302948848222, -0.5301617051601655, -1.037999409834049, -2.1204787635344697]",3.767447123957811
8905,I could not put it down!!!!,4,"[3.6097711669702557, 0.916029335824915, -2.1006987965008768, -1.1068589355234082, 1.341036781902493]",3.6097711669702557
5434,"This is as boring as the school administrations I've encountered throughout several districts.  They hire the same type of personalities - boring, flat, and dull.  I had to push myself to finish this book.  But it's still a good effort.",2,"[3.4075959005988965, 1.7303058513142862, -0.45303290041351496, -1.0413950617050483, -2.1876495326086802]",3.4075959005988965
8104,"It was a confusing  story
To much violence in it
To many unanswered questions
There was no sense to it",2,"[3.287841248760852, 2.150689314348474, 0.5385958842844336, -1.0458537963980479, -2.9518386599242605]",3.287841248760852
435,This book was strange and not in a good way.  It was a book with no plot.  All the characters were crazy and kind of dumb.,2,"[3.2499843888425346, 2.2858810064136468, 0.5018768362067338, -1.0406947082814724, -3.215903871109359]",3.2499843888425346
8087,"I thought the book was boring.  It was the same conversations over and over and over.  To be honest, I didn't even finish it.",0,"[3.2392890154254115, 2.563681270464728, 0.4292305361336761, -1.047273378661612, -3.3219987618730302]",3.2392890154254115
9746,What a relief to find an odor eliminator that isn't scented.  This is great stuff.  Spray it on and you smell...nothing.  Nothing at all.  Love this.  I'm buying more.,4,"[3.219661164756719, 2.4046887571332562, -1.5433374618422588, -1.0403471889241505, -1.2463806265251443]",3.219661164756719
4424,"I thought the author told way to much detail to the point of boring, The story wasn't all that bad it was the way it was written.",2,"[3.0413004207160457, 3.1901977995605044, 0.5166604245226332, -1.021660140196907, -3.937846928370024]",3.1901977995605044
8044,"Unfortunately, this was a dnf for me. Not only did I find the characters unlikable, but the lack of editing was truly distracting.",0,"[3.151521823697135, 2.4940679527638374, -0.31290028947797843, -1.0241301635682076, -2.2593239184656704]",3.151521823697135
