,X_sentences,Y,Y_decision,Y_confidence
1835,"A Splash of Substance is an enjoyable book. It is the first in a series called Taste of Romance. This can be read as a standalone. Each book deals with one of the three roommates. This book deals with Jackson. The book deals with a catering company, politics, faith, family, life, relationships, trust, and love. It is a light ,easy to read book but it does have some major topics also contained in it. I look forward to reading about Ben and Zach in the other books.
I received the book from the Book Club Network in exchange for my honest opinion.",4,"[-2.837985305431852, -2.200894831578971, -1.1797764060318077, -1.0001738691790039, -0.9096296770151084]",-0.9096296770151084
5645,"I received this book from a Goodreads giveaway. I thought the plot line was very unique and interesting. The circumstances surrounding the two star-crossed lovers were a breath of fresh air from your normal romance novel. Even though Michael and Laine's story took place under unique circumstances, I feel that the reader can connect with them and what they went through. You could relate the struggles they dealt with to many different situations. I felt a real connection with the two main characters. Overall, a very good read!",3,"[-3.3465881747732302, -1.8288322373595651, -1.184925123581419, -1.0246333459787589, -0.9097970742193905]",-0.9097970742193905
5473,"One foggy day, about three hours from Cape Cod, two women's cars collide on the road. Both appear to be running away from their marriages. April dies in the crash, while Isabelle survives, and is left not only to pick up the pieces of her life in the town she had wanted to escape, but becomes entangled with April's devastated husband, Charlie, and their young son, Sam, who is riddled with guilt about the accident. Charlie can't understand why April wanted to leave, and what she was doing on that road far from home, Sam wants nothing more than to talk to or see his mother one last time, and Isabelle is torn between again wanting to escape and wanting to stay to take care of Charlie and Sam, despite her role in their misery. And as their lives unfold, they realize the impact of every decision, and how sometimes the ""best"" decision isn't always the right one.

Pictures of You had moments of heartbreaking poignancy and moments when I wanted to shake each one of the characters into action, and both contributed to my enjoyment of the book. No character was drawn to be flawless; at times I sympathized with each of them, and at times I wished someone would just tell them to get a grip. The book definitely exceeded my expectations and surprised me in a number of ways, and that made me happy. And while I am, admittedly, a total sap, it was Caroline Leavitt's well-written story, combined with the emotional power it packs, that kept me reading this book well into the night in order to finish it. Very well done.",4,"[-1.8593657783839626, -0.9098066803671119, -1.0477068962917206, -1.0316505995584877, -1.0125199580051518]",-0.9098066803671119
9996,"...young children with small hands. Easy for them to hold and manipulate
I use it in my daycare, and it makes for a good end of week reward for positive behavior.",3,"[-2.040803197934257, -2.6533131720849594, -1.13051525705627, -1.0656337749745863, -0.9098488650237443]",-0.9098488650237443
362,"Heartbreaker Bay is a fun place to visit.  I think I could be friends with the ""gang""",3,"[-2.5747380697520406, -2.439106389795379, -1.365579755748211, -1.0103448110568771, -0.9100010674485397]",-0.9100010674485397
854,"My copy of The Statistical Probability of Love at First Sight landed on my desk at work just over 24 hours ago. Despite the looming piles of books to be read surrounding me when I woke up this morning, I picked this book up intending to read a few pages and then get some of things I had planned for today done. You know what they say about the best laid plans....

I'm hesitant to call this a ""cute read"" because I don't think it does the story, the characters nor the writing justice. I had assumed that this book would either be written in first person POV of Hadley, but it is actually written in third person, which makes it feel a little bit more ""grown-up"" - in a good way! I really liked Hadley as a character, and felt sympathetic towards her without feeling pity, enjoyed her sense of humor, her claustrophobia is something I can completely relate to and Oliver is funny and sweet in that most English of ways (am I a little biased as Mr Kat is English? Most probably.)

Ms. Smith's writing is excellent, delicately balancing the story with dialogue and story and moving at a quick but unrushed paced, with emphasis on character interactions, detailed but not over-the-top descriptions of people, places and situations and I was completely immersed.

I highly recommend this book, particularly to lovers of YA contemporary novels. It also has huge appeal for anyone who enjoys a good, sweet story.",4,"[-1.3050029251267836, -1.9890672855172582, -0.9101731175291267, -0.9994531724412387, -1.206934453201336]",-0.9101731175291267
1954,"My favorite Londoner, Millie Brady is back in Millie's Fling. While on a date that is going horribly wrong, Millie meets famous author, Orla Hart. Orla finds Millie intriguing and takes an interest in her. She decides to make Millie the heroine of her next novel. Unfortunately, Orla finds Millie's love life lacking and plans to help her spice it up with a cast of unique guys. What Orla doesn't know is that Millie already has her sights set on someone but he hates her guts. At least Millie won't be alone as she deals with being Orla's pet project, as she has Hester. Will Millie's Fling end before it has even started?

I first discovered and fell in love with Millie when I read Miranda's Big Mistake. From than I couldn't get enough of Millie and her hilarious antics. I don't know what happened but unfortunately I didn't experience the same sparkle in Millie's Fling as I did in the prior novel. Though there were some parts that made me laugh...like the time that Hester went to a salon for some beauty time. She was wrapped up in cling wrap and covered with mud, only to have the smoke detector go off, leaving her clothes less and still wrapped up when the firemen arrive. One thing I can guarantee is that where ever Millie goes...trouble is bound to follow her. As much as I was disappointed in this book, I still plan to check out the next novel by Jill Mansell.",1,"[-1.9779560634629114, -1.3534809980293292, -1.3250166966524382, -1.0151627207574718, -0.9102372818731516]",-0.9102372818731516
1754,Very unusual thriller mystery in that it was not a whodunit. The killer was known from the start and the mystery was how Penner's ending would tie it all up. A one chapter ending surprised me and left me feeling somewhat cheated. Still good and recommended.,3,"[-1.322632974632928, -1.0052200525840216, -0.9106201865404129, -1.024208703182397, -1.1442372901596918]",-0.9106201865404129
3758,"I enjoyed this first book in the series, but do not have a good sense of which side is who in the conflict. It would have been nice to learn just the prophesy itself.",2,"[-2.8530109428324746, -1.8218577831900795, -0.9108948792689123, -1.0212830432220033, -1.3696343315516804]",-0.9108948792689123
1018,"Interesting storyline.  I enjoyed the characters and had a feeling early on who the villain was, but it didn't deter from me reading on.  Always enjoy Quick' s stories and can't wait for the next.",4,"[-3.713287962025662, -2.2062923123839417, -0.9110465755819313, -1.0058969167534277, -1.6077306560005586]",-0.9110465755819313
7564,I had two of these both installed into two different Samsung Galaxy S3 on the same day.  One died within a year.  The other is still going strong.  Overall I would recommend the slightly pricer cards in the SanDisk line.,2,"[-1.626472825733245, -1.3338438649505318, -1.1316434346662005, -1.0204178294322557, -0.9110471759549332]",-0.9110471759549332
1170,Story. I'm glad that I read it but at times were as frustrated as the duke was. That shows that the author did an excellent job of writing this to make the reader feel a part of the action. I will get more by this author.,3,"[-2.2961893248113636, -1.233745289670253, -0.9111920897389247, -1.0319304117919355, -1.251527684724512]",-0.9111920897389247
1492,Ripped from the Pages kept me glued to the end of the story!!  Very intriguing!  I would recommend it to any mystery/romance novel.,4,"[-3.248175655934813, -1.3009121681722258, -1.2700013968087096, -1.0253889851899125, -0.911391362859286]",-0.911391362859286
5173,"*I voluntarily reviewed an advanced readers copy of this book*
Liam and Beck are old boyfriends who were spilt when they were teenagers. They each loved the other then and still do now, but they each felt they will never see the other again. Until a wedding where Beck and Liam are groomsmen and all the old feelings/desires are ignited once their eyes meet. When Beck and Liam are together in bed, they are perfect and absolutely in bliss. Yet when they are with friends and doing other activities the problems between them begin to surface. Beck is organized and a planner, he wants to know where the relationship is going and whether Liam will return but squashes his questions and disappointment to enjoy the time he has with Liam. Liam is someone who does not stay long  in one place and enjoys things for a time, him leaving Beck in their a young age made him learn that lesson. Liam has to learn whether he can change his understanding of things and stay for the love that he fears will only be temporary and Beck has to learn that love is not an organized way of being happy. These 2 have a falling out and yet each comes out of their comfort zone to find their happiness they find with each other. I loved how Jared is the last single man at the party in the epilogue and am excited for his story since its the final in the series.
*I voluntarily reviewed an advanced readers copy of this book*",3,"[-3.0278666898811233, -1.9060055957161308, -1.2920086125043848, -1.0403360712317387, -0.9119189315780216]",-0.9119189315780216
