,X_sentences,Y,Y_decision,Y_confidence
5793,Could not get into it. It's the writing-just not engaging.,1,"[5.381042786640569, 4.654932305330702, 0.2759934454583697, -1.0441542892129037, -3.052999692930883]",5.381042786640569
9371,Did not catch my interest.  Tried first episode 3 times.,1,"[3.5734906341825203, 1.990079238729134, -0.5745115708014958, -1.0569619165218633, -1.9497677211966575]",3.5734906341825203
9863,DIDN'T  FIT;  I did get a refund..,0,"[3.504942100659627, 1.026541241835052, -1.7215347807786858, -1.0355067502982351, -1.2853501538165821]",3.504942100659627
7099,Just didn't get it. Bailed after 25%.  Boring.,0,"[3.5028769968447726, 2.228918785494111, -0.6218029781395288, -1.0342402759696059, -2.37500478249659]",3.5028769968447726
3757,"Unfortunately this book simply did not work for me...the most significant factor lacking was the storyline; it solely focused on sex; there was no larger picture to connect to; nothing to maintain my attention and interest...in addition, the character development was nonexistent; they lacked depth and any semblance of a backstory which made their relationships superficial and bland...these characteristics made this book a 1 star read for me:(",0,"[3.294148983521115, 3.3795783799639008, 0.3035887099820771, -1.0253597167435986, -2.9683274873087324]",3.3795783799639008
1964,Very boring and childish. I forced myself to read about 80% of the book because I wanted to find out how it ends; but I couldn't stand it anymore and gave up. I didn't care how it ended. The endless immature banter of the main character (Mac) was nauseating. DeMille should hire a better ghost.,0,"[3.3548548911281255, 2.853641891722506, -0.5085724853849138, -1.0504397346122836, -2.0357814831509717]",3.3548548911281255
7861,"Why do I hate it?

Probably because it just scratched the heck out of my $175 dollar Spyderco Para 2",0,"[3.301616617894858, 2.3365395733191034, -0.4751949574335128, -1.060107976844403, -1.4315600679662128]",3.301616617894858
1332,"I read all the reviews and then bought the book and now I wonder what do they see in it that I didn't.  I found the heroine's struggle irritating - okay, question it in the beginning,  but if you know it works for you,  either do it or don't but quit whinning.
And now for a SPOILER ALERT:

And I found the hero's early action,  fully explained,  but still,  I found him videoing their first sex scene and then sending the video via email to her putative finance,  I found that unforgivable behaviour in a hero.  I don't care what backstory there is,  when they were going on and on about how BDSM is all about trust,  he had broken it in a fundamental way, which made him unattractive to me.

And then there is the small point that the book is actually not well written and the sex scenes not hot.  I really didn't get this book.  I wouldn't recommend it.",0,"[3.2878552504222505, 2.033118702810156, -0.49867353756550226, -1.0355584613539168, -1.9475545337365718]",3.2878552504222505
9076,Got the book for free. Just not my type of book.,2,"[3.2633438368982635, 1.223713656229927, -0.6889381016536136, -0.9872085057903098, -1.929702714219024]",3.2633438368982635
3197,"I am not downplaying the author's talent, this book was simply not for me.",1,"[3.1491975713356126, 3.232557444925643, -0.3205859679302041, -1.0519801074226307, -1.3607706934533503]",3.232557444925643
4958,"Fast paced action and some interesting characters do not make up for an inadequate plot.  What (I assume) were supposed to be twists in the plot were more confusing than fun to follow, and I really had to work at it to make the ""logical"" sequence out of the story.",2,"[1.5747531065235243, 3.0997131120660315, 0.7596866840708258, -1.0276856223241677, -3.509482030013344]",3.0997131120660315
736,"The plot details of this book are completely implausible and unbelievable.  That doesn't even include verifiable facts that the author gets wrong, such as the 3/4 ton curb weight of a Suburban SUV (it's close to 3 tons).  This book is more like bad fantasy than fiction. This will illustrate how bad it is: It's Sunday, it's the only book I have and the library is close.  I've read about 295 of the 321 pages, and I couldn't bring myself to finish.  It's that bad.  I've never done that before.  As another reviewer wrote: ""I wish I could give it zero stars..""",0,"[1.930232293814585, 3.057740707783293, -0.18498641298704022, -1.056955950772836, -1.975573627504045]",3.057740707783293
6920,This book is horrible. It is not developed. It needs editing. The story is weak and predictable. I hated this book.,1,"[2.6957118284514543, 3.0258670738129467, -0.4081876814731593, -1.0399893023695408, -1.5512713075629705]",3.0258670738129467
5851,Absolutely loving this series!!!,4,"[-4.8365552161267615, -5.747683999582897, -3.6710810094980033, -1.040213806324497, 3.0006966350549176]",3.0006966350549176
4710,"....but this story was just so....ridiculous, that's the only word that comes to mind. I know the author worked hard to write it and I feel terrible leaving a bad review but nothing about this story jives. The grammar was ridiculous. The characters sounded like robots. And the attitudes and responses were just SO overdone that it made the story unbelievable. It just didn't work for me. The story and characters were weak. The characters just gave up when the going got tough. What mother willingly leaves her newborn baby?!? Seriously! The whole thing was just so farfetched that I couldn't enjoy it.",0,"[2.087493220795209, 2.9823598610933892, -0.3186793691187162, -1.0663826007844455, -1.4100691405891705]",2.9823598610933892
685,"I am usually a very forgiving reviewer, always trying to give the author the benefit of the doubt when I have some problems with the book. This one, however, strained my ability to review it in a positive way.

 I can tell that I'm not enjoying a book when I keep inventing excuses not to read it. Believe me, I tried my best, getting through about 1/3 of the book before I finally gave up on it. To me it made no sense whatsoever, and the writing was a bit too arch for my taste. I like a book that has some kind of plot, but this one escaped me. There are a bunch of seemingly unconnected scenarios, and some extremely strange people. That's about it, in my estimation.

 Perhaps at some further time in the book all of the nonsense comes together and makes sense. Unfortunately, after reading the book doggedly I just gave up. My interest, what there was of it, just flagged and I couldn't convince myself to keep turning the pages. Apologies to those readers and reviewers who liked the book. I didn't, but I respect your opinions.",0,"[2.540793689182017, 2.9212599831158332, -0.5135852736887682, -1.0311786478977056, -1.9404078403730654]",2.9212599831158332
9160,I love your books! Its so hard to put them down to get anything done! Cant wait for the book! This one kinda kept me hanging. Lol,4,"[-2.909283718130955, -3.317866811220337, -2.9901030693644994, -1.058692309573209, 2.883704819233934]",2.883704819233934
2955,"Kind of boring.  Read fast but just kin

Wwwding d of blah.  Hard. To visualize the characters.  Will probably not read another.  Could of been meant for a younger crowd.",1,"[2.871347928131293, 1.9823164313307293, -0.44536790577587193, -1.0260756140640115, -2.6323335224068662]",2.871347928131293
