,X_sentences,Y,Y_decision,Y_confidence
5740,Could not get into it. It's the writing-just not engaging.,1,"[4.181111911923716, 4.702454977736615, -0.996193313941157, -1.1009834124317348, -3.094788874095456]",4.702454977736615
4525,"Its vague attempt at a plot is obviously only a way of getting around to a graphic sex scene. Add sloppiness in the writing, a lack of character development, and an overly quick resolution to what was supposedly a big problem.",1,"[1.3328596802951755, 4.689186917150533, -0.6362126873235807, -1.0569301083123332, -3.8349813424136707]",4.689186917150533
9719,Had to return too difficult to put on,0,"[4.129285736489172, 0.807490304653078, -1.827112766554599, -1.105688116516151, -1.889251352720806]",4.129285736489172
4424,"I thought the author told way to much detail to the point of boring, The story wasn't all that bad it was the way it was written.",1,"[1.372148796554742, 3.651836450514682, -0.894741460198142, -1.0568824658886091, -3.783610733051175]",3.651836450514682
9929,"My new Neiko work light has some problems that I find hard to accept.  First the good stuff:  WOW, it is very bright; it also has an easy to grip handle with the hook on top is well placed. It features a slim design so it can fit in tight places. It lasts about four hours per charge and doesn't dim very much as the charge goes down.  Which leads me to the two things I dislike about it.  One, the unit I received for review flickers quite a lot, and it's VERY noticeable when working on objects near the light.  It tends to stop flickering near the end of the charge..  It's annoying, but it's possible I simply got a defective unit.  Second, there is no warning that I can detect when the charge gets low. The unit just turns off completely until you recharge it.  A pre-warning flashing red LED on the unit would be a big help to anticipate its impending shutoff. If it wasn't for these two things it would be a great product.",0,"[3.6332193412716878, 2.0113207336765826, -1.9369605176508755, -1.0795904836941652, -1.8958941332595456]",3.6332193412716878
6501,Love my dragons! Love this series!,4,"[-5.741177528428176, -5.700984615693352, -4.903963411282715, -1.1403062242696549, 3.3353937912962337]",3.3353937912962337
8905,I could not put it down!!!!,0,"[3.2451471373953806, 1.1883439787578474, -3.089622241484714, -1.1840809857967918, 1.3970438520757822]",3.2451471373953806
8636,"The blurb made this sound interesting, but it didn't quite deliver all that it could.  The author shows promise but the actual plot wasn't developed enough. This book has a ton of sex scenes that are thinly linked by some plot threads. The vacillating POVs make it incredibly hard to follow. All the characters are fickle in their opinions and the book needs serious editing help.  If this author could find an editor to work with her work could be amazing.",1,"[0.6213591666918188, 3.1476867602998295, -1.874558385851477, -1.0722919895335825, -2.0387346366422623]",3.1476867602998295
701,"The plot details of this book are completely implausible and unbelievable.  That doesn't even include verifiable facts that the author gets wrong, such as the 3/4 ton curb weight of a Suburban SUV (it's close to 3 tons).  This book is more like bad fantasy than fiction. This will illustrate how bad it is: It's Sunday, it's the only book I have and the library is close.  I've read about 295 of the 321 pages, and I couldn't bring myself to finish.  It's that bad.  I've never done that before.  As another reviewer wrote: ""I wish I could give it zero stars..""",1,"[0.6170047805216605, 3.1417477854231297, -1.4476259782962375, -1.0922960086949018, -2.032068400351603]",3.1417477854231297
5005,"This book was hung together on the sex scenes.  The story around the sex scenes really wasn't very engaging.  Even though it was only 99 cents, it was still disappointing, a bit boring.  Needed more character development and more characters.  This was basically just the H and h with a couple of others thrown in around the periphery.",1,"[-0.22013978557433722, 3.1367431050168895, -1.4330395913108955, -1.069353212364004, -2.5158972794484145]",3.1367431050168895
8044,"Unfortunately, this was a dnf for me. Not only did I find the characters unlikable, but the lack of editing was truly distracting.",1,"[1.9657679892949964, 3.066622619704293, -1.5626704397649835, -1.0990021841421698, -2.101511292474626]",3.066622619704293
8087,"I thought the book was boring.  It was the same conversations over and over and over.  To be honest, I didn't even finish it.",1,"[1.494959681952522, 3.0565466773797865, -0.9588232842669371, -1.0977941941334748, -3.1109174898263046]",3.0565466773797865
5078,Not all that impressed with this book. It was okay. The plot kinda boring. Too much telling.,1,"[0.945933738233866, 2.988622220158624, -1.277510389511984, -1.1016969036219257, -2.047888829574373]",2.988622220158624
6076,"Please see my review on Forging Zero.

I still am unable to 'draw' the life forms.  Yes, I can draw the slime mold, but the rest?  It still is cloudy.  And cloudy character visuals sometimes means a cloudy depiction of the 'world(s)' within the novel. Even the author suggests you go back and read Ch.'s 1 & 5 to understand what has happened.  That's unusual, don'tcha think?

I enjoyed the book, despite some of it's confusing plot twists.  And I'll more than likely buy the next volume.",1,"[2.046264197274545, 2.942366118018068, -1.8591995799836445, -1.0641755535464075, -2.2805229072951207]",2.942366118018068
587,"I was expecting too much, perhaps.",1,"[0.765546163585417, 2.9231023062016437, -0.37649942292978844, -1.0265166689888825, -3.4517826525171547]",2.9231023062016437
9746,What a relief to find an odor eliminator that isn't scented.  This is great stuff.  Spray it on and you smell...nothing.  Nothing at all.  Love this.  I'm buying more.,1,"[2.818700987601873, 2.915825855314562, -2.4724795392283956, -1.106167728897684, -1.2523567218916691]",2.915825855314562
1468,"This series is outstanding and amazing!!  It grabs you up and does not let you go!  Re-reading this series, I always pick up things I missed the first time around!  This is one that is addictive!",4,"[-4.440353199925848, -3.9720279216626446, -4.61222397676638, -1.150160503259777, 2.911760608696113]",2.911760608696113
3800,"Wow, um, wow. That's about the most coherent thought I can manage on this book. It's totally illogical, overblown and unfocused. I mean, despite what the blurb suggests, it doesn't even have a main character. What do you do with a book that doesn't have a main character or couple? What do you do? (As an aside, that blurb is totally inaccurate anyway.) There's no plot. The characters do everything from pine for one another to assassinations to buy a horse that randomly gets bitten by a snake. There's insta-lust and a relationship that goes from 0 to 4,000 in about a page. There is endless agonizing over if the characters are a couple yet and if they're gay or not, all in artificial and exaggerated ways. There's pointless past trauma that is too much to be believed.

There is telling, telling, telling about how wonderful and significant and 'I'll be with you forever even though we've been a couple for 2 days' the characters feel, all adding up to basically nothing. Nothing that happens is believable. None of the emotions read as believable, not even the lust (though that's not really an emotion, I suppose). These men are supposed to be super elite soldiers and assassins, but they agonize over everything like teenager, and I don't just mean the emo stuff (though that's non-stop from page one) but if a teammate gets injured or is doing his part of a mission out of sight or killing. All the things a highly trained soldier would take in stride (and we're told they do) they are shown to whinge about. And the technical aspect of these soldiers? ""...are you sure this little black box will disrupt them?"" Seriously, that's how they talk about their tech!

Nope, this was a total strike for me; almost nothing to recommend it as far as I'm concerned.",1,"[0.8522924116670685, 2.880879755096892, -1.6015127926314277, -1.0709158559214607, -2.0269598545452343]",2.880879755096892
6406,"Love it love it! So much angst and heart felt emotion, and deep raw emotion and just absolutely amazing! Charming, hilarious, love this family and series",4,"[-6.847081629087158, -5.322798136341825, -4.680613983765362, -1.1237429105854957, 2.8637969408594257]",2.8637969408594257
9242,"There's no comedy here. Fooled by a great cast, people went to see this garbage (or rent it), and got perpleexed  by Roth's horrible acting, trying to vote which of the four episodes is the worst of them. By the way, has  anyone seen Tarantino around these days...?",1,"[0.4360856477570527, 2.8290536959592334, -1.4738640946959136, -1.0908436723210904, -2.0626907839699076]",2.8290536959592334
8666,"The book was good don't get me wrong, it's just something I wasn't into. To me it took forever to get to the end. Even though I read it in just a few hours. That is not what I mean, it felt like it crawled. Just not exciting enough for me.
Nothing wrong with the book or story, just my own personal view.",1,"[0.547383492079146, 2.8210643454237747, -1.0743995193583757, -1.0838113094057868, -2.5360476720380927]",2.8210643454237747
